Stemming;label
ayo tuntut betuntung habis kuliah kerja habis kunpulin uang kuliah sandwich generation ambil usia an hitung orang kerja jaga orang tua sakit;negative
nama sandwich generation turun tangan nafkah penuh butuh keluarga butuh orang tua adik dsb pokok butuh rumah lengkap;neutral
konsep sandwich generation anak tunggal sandwich generation anak tunggal raya alias middle kelas orang tua kerja;neutral
exol pernh tinggal konser orang kerja keras gaji rajin nabung gaji lumyan sandwich generation orang tua privillage pinjam online;neutral
tidak ada tertawa sandwich generation moga mogaa tabung;neutral
calon presiden cawapres maksimal sekolah maksimal didik kalang kabar mesti kerja keras kuda biar ngambil tes ielts bebas sandwich generation lulus;neutral
hii kids bilang generation sandwich bebas kids mudah tantrum cowok bening dikit kids suka baca homo kids kids ajar ngehomo bareng kids iya;neutral
nikah anak iya nama sandwich sandwich generation asli iya nikah anak hidup orang tua;neutral
kota sandwich generation paham sakit bijak ambil putus perihal anak percaya rezeki tuhan atur manusia gera tuhan atur yakan;neutral
sandwich generation anak bantu orang tua asa wajar wajar aneh pusing kepala;negative
anti minjem uang sedih melarat sandwich generation;negative
usaha mikirnya tua produktivitas turun calon kerja penuh skill ageism relevan bikin orang tua andal anak lahir sandwich generation;negative
biar masa pensiun susah anak arti anak sandwich generation tanggung orang tua bekal didik finansial baik;neutral
sandwich generation be ayatayat kiri ayatayat kere;neutral
sial fypku isi vt sandwich generation iya;neutral
kaum tengah single parent kerepot bocil indonesia repot elit hongkong gaji juta tinggal jakarta anak ujung tanduk sandwich generation kerja dua gerd keluarga;negative
jambak rambut kasihan kakak ros sandwich generation urus nenek tuyul;negative
semangat nderr bau bau sandwich generation after punya dad pensiun;negative
bacain kerja mati biaya fam sandwich generation sesuai privileged supir sekolah swasta beasiswa donatur sekolah sesuai tau bayar spp kerja gila;negative
kelas tengah sandwich generation hadir;neutral
bayang kuliah umur sekian sandwich generation lulus lulus hikmah gelar doang perkara syarat loker;neutral
kakak ambil beasiswa bidikmisi pegawai negeri sipil nurunin ukt susah subisidi biaya kuliah mahal biaya hidup habis lulus sandwich generation huftt apa asyik tertawa;negative
paham sandwich generation mahal biaya kuliah;negative
muncul fenomena sandwich generation keluarga;neutral
alokasi gaji sesuai iya sandwich generation kabar cc kelashr;neutral
maaf iya emosi this sandwich generation;negative
papa stylenya kanan gaji umr sandwich generation salah ootd rapi barang bagus bentuk selflove;positive
kesal tau leluasa belanjain uang hasil kerja kerja lahir anak sulung perempuan sandwich generation asam lambung;negative
rumah energi negatif rumah tidak tahu bikin suka auto jelek badan auto malesssss murung parah emosi menang hidup berat korban sandwich generation iya allah jujur kesal;negative
berat iya jalan hidup sandwich generation;negative
lahir keluarga sandwich generation previllege banyak sandwich gen dunia hiks;neutral
paslon dukung nyerempet kultus rasional bete beliau sandwich generation sesuai acara najwa anggap tsbt beban anjing;negative
universal basic income lansia bagus jamin hidup layak lansia kurang beban sandwich generation;positive
ikut bangga jaadi sandwich generation umur kebel motor buka usaha gagal jalan renop rumah wallaupun selesai resin cicil resin cicil beekas renop juta kebel laptop jual;neutral
kemarin gaji lenyap nasib sandwich generation;neutral
hidup penuh himpitan sandwich generation siap matang;positive
kasihan anak sukses usaha keras alur segi lingkung didik susah raih harap samping beban sandwich generation iya;neutral
wkwkskskdkdk ayo ayo habis gajiann suara hati sandwich generation;positive
mikir nantiny sandwich generation iya;neutral
sandwich generation pintar kuat stres sehat kuat sandwich generation moga rezeki lancar jauh;positive
gaji umr tonton konser ambil vip langsung pikir olalah sandwich generation;neutral
gen sandwich generation kerja dikoporat gaji umr jadiii iya bangga dapat coba kasih alam pikir sekian terima kasih;positive
spd ngambil mpd kerja marketing usaha export guru gaji sandwich generation sabar guru update dunia didik terus bidang didik;neutral
siap pensiun bikin anak sandwich generation siapin dapat tua;neutral
bagus gaji juta makan juta sisa sandwich generation;neutral
kunci sandwich generation gaya hidup aneh kebel rumah;negative
tertawa gitu sandang title sandwich generation genz beli rumah;neutral
sandwich generation gapapa bilang diam bae beranta;neutral
usia jalan gaji duit habis biayain keluarga tabung orang sandwich generation kesal iya syukur jajan;negative
nama sandwich generation iya hidup mah hehehe;neutral
curhat bestie tertawa guru gaji umr nikah empat abad privilege sandwich generation iya hidup banding harga teman alhamdulilah damai iri;neutral
uang habis butuh primer sandwich generation uang tabung wkwkkw;neutral
sandwich generation terima kasih tuhan sesuai umur cicil rumah jakbar masuk;positive
dukung sandwich generation sejati pikir keluarga;positive
maaf calon gadis karir juang hidup sandwich generation didik;neutral
gaji digit jarangggg nonkrongbeli barang barang mahal sandwich generation tipe orang hemat makan konsisten tahun ehehe;positive
orang tua gitu sandwich generation waris melek finansial kerja keras umur bas bekal nekat adegan bahaya;neutral
sandwich generation kerja mana konsisten tabung kebel rumah kota iya cicil kampung iya bikin bahan itu mahal kota;negative
kadang iri lihat orang orang mapan orang tua jaya bantu kadanv bangga punya sisy sandwich generation seru proses bangga hasil capai gws;positive
hubung sandwich generation dengar cerita menang;positive
puter nanggung orang tua hehehe bentuk dukung jadi generasi sandwich generation moga;neutral
teman agam sandwich generation paham curhatin teman;neutral
jujur main twitter bikin ketemu kalang orang tau orang sandwich generation auto syukur privilege kadang orang tua asih uang beli baju tiket pulang dsb;negative
sahabat mana bareng orang anak lai anak ber kerja rumah irt ber tidak ada sandwich generation;neutral
kenal sandwich generation kaget orang nafkah keluarga keluarga terima nafkah timbul kepala iya orang tua terima uang anak kasihan anak;negative
tau sandwich generation kenal kpop;neutral
sosial media bikin mata melek tidak tahu miskin struktural tidak tahu sandwich generation tidak tahu gaslighting child grooming dan bagai bikin hidup buble hormat orang;negative
bahas gaji turun susah sandwich gen polos sandwich generation dijelasin oh;negative
syukur sandwich generation hidup pas;positive
betuull aku tau cerita sedih sandwich generation twitter mindblowing cerita;negative
tau sandwich generation internet tementemen kirim uang orang tua uang orang tua;neutral
usia gapyear kerja sambil teman teman kosku habis gaji langsung transfer orang tua they literally sandwich generation kaget bilang kasih uang jajan ortuku;negative
sadar asal keluarga broken rumah yatim piatu privilege sandwich generation ribut waris siri saudara drama iya hidup hindar;neutral
mudahmudahan kerja keras orang sandwich generation bayar dunia akhirat amin;positive
sandwich generation ngebiayain orang tua adik umur disanguin orang tua omong salah kaget;negative
teman sandwich generation keren amay;positive
sesuai kuliah beasiswa jalur prestasi iphone orang lihat slip gaji mama gaji papa masalhnye sandwich generation biayain ortunye lamar beasiswa;neutral
pikir nafkah orang tua nyekolahin adik biaya kadang disanguin teman lingkar kenal istilah sandwich generation twitter mikir oh berprevilege iya buka lebar mata;negative
nabung kerja iya sandwich generation awkwk syukur hidup kadang hedon dikit tonton konser;negative
beli barang toko oren sellernya lambat respon barang ngirimnya pikir orang kerja sibuk sandwich generation tulang punggung keluarga dsb yasudah;negative
normal lihat situasi teman ajak main lingkar sandwich generation privileged ajak makan mahal tolak halus privileged peka hati greget;negative
anjir kerja this sandwich generation;neutral
kasihan kakak sandwich generation kah;negative
sandwich generation nabung dikit dikit kemarin taken contract layar kabar masuk rumah sakit;neutral
sandwich generation gaji benar asa doang gapapa iya muda cari uang begitu moga nikah rezeki buka lebar uang cari;negative
surrender sandwich generation angkat tangan;neutral
tutup kemarin sempat rawan giat kaji tema mental health materi ambil gapapa egois hubung sandwich generation pikir;neutral
hidup karakter meromantisasi hidup anak sulung cewek fatherless sandwich generation fiksi;neutral
tt bahas sandwich generation redflag mesti biayain bahas sudut pandang;neutral
kaum sandwich generation sandwich patty wkwkwkk ripuh say butuh juang;positive
iya koh tulang punggung keluarga sandwich generation koh;neutral
kasihan sandwich generation kayak bayar kuliah asih adik pakai uang kerja selingkuh elmer cowok redflad kayak tonton podcast mantan iya omong menang istri;negative
tau sandwich generation kakak aowkwkwkw;positive
kasihan sandwich generation ngalamin iya erti kisah ngalamin ngamuk kuat;negative
sandwich generation gaji juta nabung orang snapgram orang boros iya;negative
semangat sandwich generation kerja keras gaji tambah biaya hidup tambah tau;positive
hidup dijakarta tambah sandwich generation dab kakak ferry kena musibah thp kemencake iya cukup dejep bce asli;neutral
hormat sandwich generation juang menang dikit;positive
program tarik usung cawapres wacana mental health sandwich generation tara gender isu genz tambah genz konstituen mayoritas milu kali heran wacana program;neutral
malas nikah selesai urus sandwich generation perjuangin hak childfree batas umur nikah genzi nikah nikah influencer genz kenal jalur nikah muda anak lucu suami ganteng negeri dongeng;neutral
anak cewek sandwich generation butuh sosok ppnaravit hidup;neutral
potret anak sulung sandwich generation anak bungsu kakak issue gibahin stranger abangable;neutral
salah contoh buka faced sandwich generation umur single urus orang tua lansia anak zaman ngebuang orang tua satu;neutral
gaji sepakat pasang iya orang lahir sandwich generation pelik rumah tangga orang moga cepat selesai iya;neutral
kasihan kakak sandwich generation mesti biayain anggota keluarga baca replyan orang bilang percaya istri hoh pola bentuk;negative
calon presiden program huni jangkau pusat kota single oh program kurang pajak single sandwich generation urus bolbal kelurahankpp nambahin kurang status kawin;neutral
sayang harap laku keluarga ayah kakak sarjana kerja ayah sandwich generation suruh bapak nafkah adeknya gerak kuliah;neutral
aduh wkwkwkwk muak sandwich generation anjing;negative
maaf iya kerja this cesandger gadis sandwich generation maaf maksa;negative
kakak jih kado spesial kakak sesuai baru kerja sandwich generation self reward utamain;neutral
bawa bawa muslim hindu buddha kristen katholic tulang punggung keluarga islam doang paham sech maksud sandwich generation;negative
kesal terima kerja training tagih uang gaji wkwkkwkw rill dicuppp target bulan asih orang tua meh nangessss tokk bendino ditakoni gaji metu durung awowkwkkwkw kampret anak bungsu sandwich generation;negative
sumpah sandwich generation selesai keluarga posisi keluarga sok ajak anak orang bikin keluarga monyet;negative
salah kakak sandwich generation kakak buka keluarga tau gaji kakak bayarin smuaeh istri kakak tau gws moga suami kecut kakak;negative
orang tua beban beban fikra kakak noh sandwich generation sadar miskin gap year cari kerja kumpul uang kuliah enggak tau kuliah mana kuliah bus universitas gajah mada smth fiks;negative
sahabat kb bukopin sandwich generation pusing coba baca tips biar kelola uang;neutral
suami sandwich generation keluarga utang hamil stress;neutral
iya allah kasihan sandwich generation amitamit;negative
ngeri iya calon buka utang gitu utang orang tua sandwich generation;negative
